,team_name,opponent_name,conference,home,away,neutral,offensive_efficiency,adjusted_offensive_efficiency
5029,Fairfield Stags,Siena Saints,MAAC,0,0,1,1.30208,1.2211743797769425
5030,Siena Saints,Fairfield Stags,MAAC,0,0,1,1.04855,1.061263789247978
5031,St. Bonaventure Bonnies,Richmond Spiders,A-10,0,1,0,0.71086,0.7703108934467251
5032,Richmond Spiders,St. Bonaventure Bonnies,A-10,1,0,0,1.02728,1.0059933277631616
5033,South Florida Bulls,Tulane Green Wave,American,0,1,0,0.79055,0.7956151357457752
5034,Tulane Green Wave,South Florida Bulls,American,1,0,0,0.8991,0.8380825493675633
5035,Illinois State Redbirds,Missouri State Bears,MVC,0,1,0,1.18684,1.1347142766181773
5036,Missouri State Bears,Illinois State Redbirds,MVC,1,0,0,0.9205,0.9644618892662081
5037,Memphis Tigers,Houston Cougars,American,0,1,0,1.00848,0.9972925118106103
5038,Houston Cougars,Memphis Tigers,American,1,0,0,0.73076,0.7843723123263193
5039,Murray State Racers,Jacksonville State Gamecocks,OVC,0,1,0,1.43725,1.3815054430290952
5040,Jacksonville State Gamecocks,Murray State Racers,OVC,1,0,0,0.93711,0.9272614291523447
5041,California Golden Bears,UCLA Bruins,Pac-12,0,1,0,0.88722,0.8820240581372899
5042,UCLA Bruins,California Golden Bears,Pac-12,1,0,0,1.22332,1.2010779977561274
5043,Youngstown State Penguins,Green Bay Phoenix,Horizon,0,0,1,0.97474,1.0551162819822832
5044,Green Bay Phoenix,Youngstown State Penguins,Horizon,0,0,1,1.21885,1.1071729041615173
5045,Florida State Seminoles,Syracuse Orange,ACC,0,1,0,0.9101,0.9523308890351584
5046,Syracuse Orange,Florida State Seminoles,ACC,1,0,0,1.14505,1.0687434443465558
5047,Illinois Fighting Illini,Nebraska Cornhuskers,Big Ten,0,1,0,0.74011,0.753201718850588
5048,Nebraska Cornhuskers,Illinois Fighting Illini,Big Ten,1,0,0,0.93257,0.9108798955716092
5049,Stanford Cardinal,USC Trojans,Pac-12,0,1,0,1.09383,1.0629876153632438
5050,USC Trojans,Stanford Cardinal,Pac-12,1,0,0,1.12198,1.0627502723653046
5051,Monmouth Hawks,Rider Broncs,MAAC,0,1,0,0.96646,1.008845056164875
5052,Rider Broncs,Monmouth Hawks,MAAC,1,0,0,0.92944,0.9341579468807164
5053,Lamar Cardinals,Texas A&M-Corpus Christi Islanders,Southland,0,1,0,1.11825,1.110348216691814
5054,Texas A&M-Corpus Christi Islanders,Lamar Cardinals,Southland,1,0,0,1.11932,1.0562257067208525
5055,South Carolina State Bulldogs,North Carolina A&T Aggies,MEAC,0,1,0,0.97073,0.9704851237408485
5056,North Carolina A&T Aggies,South Carolina State Bulldogs,MEAC,1,0,0,0.87564,0.8705949793093546
5057,Maryland Eastern Shore Hawks,Morgan State Bears,MEAC,0,1,0,1.19345,1.1998501556941337
5058,Morgan State Bears,Maryland Eastern Shore Hawks,MEAC,1,0,0,0.77107,0.7712837680498833
5059,Delaware State Hornets,Howard Bison,MEAC,0,1,0,1.25063,1.359349867270582
5060,Howard Bison,Delaware State Hornets,MEAC,1,0,0,1.20976,1.1953498503748894
5061,Norfolk State Spartans,Bethune-Cookman Wildcats,MEAC,0,1,0,1.31793,1.3456122035526894
5062,Bethune-Cookman Wildcats,Norfolk State Spartans,MEAC,1,0,0,0.92885,0.9476494090220907
5063,Savannah State Tigers,North Carolina Central Eagles,MEAC,0,1,0,0.72997,0.8468261936051519
5064,North Carolina Central Eagles,Savannah State Tigers,MEAC,1,0,0,1.05476,1.0782997551732696
5065,Hampton Pirates,Florida A&M Rattlers,MEAC,0,1,0,1.0233,0.9683108476200972
5066,Florida A&M Rattlers,Hampton Pirates,MEAC,1,0,0,0.84438,0.8948305196971014
5067,Sam Houston Bearkats,SE Louisiana Lions,Southland,0,1,0,1.1426,1.154352905040486
5068,SE Louisiana Lions,Sam Houston Bearkats,Southland,1,0,0,0.95849,1.0411402801223755
5069,New Orleans Privateers,Incarnate Word Cardinals,Southland,0,1,0,0.99985,0.9442574403168751
5070,Incarnate Word Cardinals,New Orleans Privateers,Southland,1,0,0,1.47119,1.4037472961872188
5071,UTSA Roadrunners,UT Rio Grande Valley Vaqueros,CUSA,0,1,0,1.18768,1.1020226882012123
5072,UT Rio Grande Valley Vaqueros,UTSA Roadrunners,WAC,1,0,0,0.7628,0.7836154353222755
5073,Coastal Carolina Chanticleers,Campbell Fighting Camels,Big South,0,1,0,1.23087,1.1810452373287212
5074,Campbell Fighting Camels,Coastal Carolina Chanticleers,Big South,1,0,0,1.13445,1.125136825116341
5075,Alabama State Hornets,Mississippi Valley State Delta Devils,SWAC,0,1,0,1.23274,1.187515790264694
5076,Mississippi Valley State Delta Devils,Alabama State Hornets,SWAC,1,0,0,1.10199,1.1455880586198504
5077,Alcorn State Braves,Grambling Tigers,SWAC,0,1,0,1.05634,1.0023600332712008
5078,Grambling Tigers,Alcorn State Braves,SWAC,1,0,0,1.07737,1.006719574648935
5079,Southern Jaguars,Jackson State Tigers,SWAC,0,1,0,1.09266,1.1851792056908068
5080,Jackson State Tigers,Southern Jaguars,SWAC,1,0,0,0.93714,1.0086430261530597
5081,Alabama A&M Bulldogs,Arkansas-Pine Bluff Golden Lions,SWAC,0,1,0,0.92231,0.9584456419581889
5082,Arkansas-Pine Bluff Golden Lions,Alabama A&M Bulldogs,SWAC,1,0,0,0.93844,0.8944634257434858
5083,Missouri Tigers,Kentucky Wildcats,SEC,0,1,0,0.62649,0.8129412577546541
5084,Kentucky Wildcats,Missouri Tigers,SEC,1,0,0,1.46378,1.3343926878024845
5085,Clemson Tigers,Virginia Cavaliers,ACC,0,1,0,0.8459,0.9609176640880129
5086,Virginia Cavaliers,Clemson Tigers,ACC,1,0,0,1.26795,1.2446901627301448
5087,Miami Hurricanes,Duke Blue Devils,ACC,0,1,0,1.26348,1.303628430319219
5088,Duke Blue Devils,Miami Hurricanes,ACC,1,0,0,1.05884,1.0037063193558498
5089,Virginia Tech Hokies,Louisville Cardinals,ACC,0,1,0,1.06742,1.1542832199444133
5090,Louisville Cardinals,Virginia Tech Hokies,ACC,1,0,0,1.3088,1.1721101452750635
5091,Oklahoma State Cowboys,Kansas Jayhawks,Big 12,0,1,0,0.84821,0.8947864116958972
5092,Kansas Jayhawks,Oklahoma State Cowboys,Big 12,1,0,0,1.00797,0.9804560172243335
5093,Oklahoma Sooners,West Virginia Mountaineers,Big 12,0,1,0,0.92599,0.9506053484997778
5094,West Virginia Mountaineers,Oklahoma Sooners,Big 12,1,0,0,1.25397,1.2909210200377257
5095,VCU Rams,Rhode Island Rams,A-10,0,1,0,0.99221,1.0819978644701052
5096,Rhode Island Rams,VCU Rams,A-10,1,0,0,0.95158,0.980106821411293
5097,Arkansas Razorbacks,Tennessee Volunteers,SEC,0,1,0,1.01005,0.9701576391631195
5098,Tennessee Volunteers,Arkansas Razorbacks,SEC,1,0,0,1.14299,1.093033598989875
5099,Butler Bulldogs,Seton Hall Pirates,Big East,0,0,1,1.19889,1.1578705448346736
5100,Seton Hall Pirates,Butler Bulldogs,Big East,0,0,1,1.13028,1.2031615109687699
5101,Northern Iowa Panthers,Bradley Braves,MVC,0,1,0,1.15782,1.1598726219512803
5102,Bradley Braves,Northern Iowa Panthers,MVC,1,0,0,0.94963,0.9727333232200415
5103,UMass Lowell River Hawks,Maine Black Bears,AM. EAST,0,0,1,1.07927,1.0317498491109136
5104,Maine Black Bears,UMass Lowell River Hawks,AM. EAST,0,0,1,1.02499,1.0491008329420195
5105,Michigan Wolverines,Ohio State Buckeyes,Big Ten,0,1,0,0.86473,0.9009741453182701
5106,Ohio State Buckeyes,Michigan Wolverines,Big Ten,1,0,0,1.18981,1.1363938238752296
5107,Penn State Nittany Lions,Indiana Hoosiers,Big Ten,0,1,0,1.13767,1.0337319507178924
5108,Indiana Hoosiers,Penn State Nittany Lions,Big Ten,1,0,0,1.17737,1.1495920413369747
5109,Pennsylvania Quakers,Niagara Purple Eagles,Ivy,0,0,1,1.05235,0.9643845986986125
5110,Niagara Purple Eagles,Pennsylvania Quakers,MAAC,0,0,1,0.86651,0.8394904083205019
5111,Fairfield Stags,Iona Gaels,MAAC,0,1,0,1.00762,0.9923825861712406
5112,Iona Gaels,Fairfield Stags,MAAC,1,0,0,1.33086,1.3103956388533706
5113,Houston Christian Huskies,Nicholls Colonels,Southland,0,1,0,1.04094,1.0202854316985501
5114,Nicholls Colonels,Houston Christian Huskies,Southland,1,0,0,1.09706,0.9836065385043423
5115,Abilene Christian Wildcats,Northwestern State Demons,Southland,0,1,0,1.49303,1.3901484317399104
5116,Northwestern State Demons,Abilene Christian Wildcats,Southland,1,0,0,1.28699,1.1687240993465666
5117,South Carolina Upstate Spartans,Lipscomb Bisons,ASUN,0,1,0,0.9937,0.9512675566970469
5118,Lipscomb Bisons,South Carolina Upstate Spartans,ASUN,1,0,0,1.01133,0.9945765187062442
5119,Stephen F. Austin Lumberjacks,Central Arkansas Bears,Southland,0,1,0,1.45194,1.341298465717251
5120,Central Arkansas Bears,Stephen F. Austin Lumberjacks,Southland,1,0,0,0.75445,0.7927353507784772
5121,Wake Forest Demon Deacons,Syracuse Orange,ACC,0,1,0,1.19484,1.2370708890351583
5122,Syracuse Orange,Wake Forest Demon Deacons,ACC,1,0,0,1.17194,1.0869861263431275
5123,Mississippi State Bulldogs,Texas A&M Aggies,SEC,0,1,0,1.08121,1.089230955807242
5124,Texas A&M Aggies,Mississippi State Bulldogs,SEC,1,0,0,1.14435,1.095471572050644
5125,Alabama Crimson Tide,South Carolina Gamecocks,SEC,0,1,0,1.07087,1.1159095943098385
5126,South Carolina Gamecocks,Alabama Crimson Tide,SEC,1,0,0,1.09176,1.048862129693252
5127,Iowa Hawkeyes,Minnesota Golden Gophers,Big Ten,0,1,0,1.31748,1.2789218632156982
5128,Minnesota Golden Gophers,Iowa Hawkeyes,Big Ten,1,0,0,1.2799,1.2604533416515524
5129,Georgetown Hoyas,DePaul Blue Demons,Big East,0,0,1,1.33022,1.2355273986523534
5130,DePaul Blue Demons,Georgetown Hoyas,Big East,0,0,1,1.20038,1.2020854850956526
5131,UConn Huskies,Tulsa Golden Hurricane,American,0,1,0,0.93063,1.0201846246393078
5132,Tulsa Golden Hurricane,UConn Huskies,American,1,0,0,1.12337,1.156495801993182
5133,UNLV Rebels,Boise State Broncos,Mountain West,0,1,0,1.02982,1.0948635495746473
5134,Boise State Broncos,UNLV Rebels,Mountain West,1,0,0,1.16435,1.1804759179585314
5135,Xavier Musketeers,Villanova Wildcats,Big East,0,1,0,1.14419,1.2123504410893013
5136,Villanova Wildcats,Xavier Musketeers,Big East,1,0,0,1.40249,1.3545122728936176
5137,Iowa State Cyclones,Baylor Bears,Big 12,0,1,0,1.18151,1.219081987367249
5138,Baylor Bears,Iowa State Cyclones,Big 12,1,0,0,1.22199,1.183330564742103
5139,Notre Dame Fighting Irish,Georgia Tech Yellow Jackets,ACC,0,1,0,1.12593,1.1236701300351057
5140,Georgia Tech Yellow Jackets,Notre Dame Fighting Irish,ACC,1,0,0,1.12561,1.0527298996196177
5141,Southern Illinois Salukis,Wichita State Shockers,MVC,0,1,0,0.92825,1.0189099321242168
5142,Wichita State Shockers,Southern Illinois Salukis,MVC,1,0,0,1.15244,1.0957639485253547
5143,Rutgers Scarlet Knights,Maryland Terrapins,Big Ten,0,1,0,0.96671,0.9817828060932576
5144,Maryland Terrapins,Rutgers Scarlet Knights,Big Ten,1,0,0,1.09697,1.0033556352707977
5145,North Carolina Tar Heels,NC State Wolfpack,ACC,0,1,0,1.23862,1.2146943859811838
5146,NC State Wolfpack,North Carolina Tar Heels,ACC,1,0,0,1.21589,1.192564177271064
5147,Saint Peter's Peacocks,Monmouth Hawks,MAAC,0,1,0,0.8955,0.9333960972753235
5148,Monmouth Hawks,Saint Peter's Peacocks,MAAC,1,0,0,0.91506,0.9203801666099436
5149,George Mason Patriots,St. Bonaventure Bonnies,A-10,0,0,1,0.92525,0.9371414781577686
5150,St. Bonaventure Bonnies,George Mason Patriots,A-10,0,0,1,1.29776,1.25833941885801
5151,UNC Wilmington Seahawks,William & Mary Tribe,CAA,0,1,0,1.26775,1.2323452652946254
5152,William & Mary Tribe,UNC Wilmington Seahawks,CAA,1,0,0,1.37825,1.36736602496789
5153,Hofstra Pride,Northeastern Huskies,CAA,0,1,0,1.14061,1.178211185521285
5154,Northeastern Huskies,Hofstra Pride,CAA,1,0,0,1.30352,1.2478774430499597
5155,Towson Tigers,Delaware Blue Hens,CAA,0,1,0,0.98678,0.9178071731600008
5156,Delaware Blue Hens,Towson Tigers,CAA,1,0,0,1.07108,0.9920072421604595
5157,Charleston Cougars,Elon Phoenix,CAA,0,1,0,1.17401,1.1685675264533664
5158,Elon Phoenix,Charleston Cougars,CAA,1,0,0,0.86288,0.821234700023472
5159,Cleveland State Vikings,Wright State Raiders,Horizon,0,1,0,1.03639,1.0156058958146628
5160,Wright State Raiders,Cleveland State Vikings,Horizon,1,0,0,0.99093,0.961115346687406
5161,UMBC Retrievers,Stony Brook Seawolves,AM. EAST,0,1,0,0.93315,1.0281953279792464
5162,Stony Brook Seawolves,UMBC Retrievers,AM. EAST,1,0,0,1.14233,1.0875528776094103
5163,LSU Tigers,Ole Miss Rebels,SEC,0,0,1,1.06845,1.0584896332979434
5164,Ole Miss Rebels,LSU Tigers,SEC,0,0,1,0.9989,1.0300161583498737
5165,Hartford Hawks,New Hampshire Wildcats,AM. EAST,0,1,0,1.12434,1.2088604070199578
5166,New Hampshire Wildcats,Hartford Hawks,AM. EAST,1,0,0,1.16475,1.1724323773761085
5167,Binghamton Bearcats,UAlbany Great Danes,AM. EAST,0,1,0,1.05476,1.1002306753099529
5168,UAlbany Great Danes,Binghamton Bearcats,AM. EAST,1,0,0,1.33876,1.3152721731743773
5169,Dartmouth Big Green,Vermont Catamounts,Ivy,0,1,0,0.97774,1.0386950382296996
5170,Vermont Catamounts,Dartmouth Big Green,AM. EAST,1,0,0,1.03043,1.068562651150623
5171,Davidson Wildcats,Massachusetts Minutemen,A-10,0,1,0,1.07124,1.0645977108844984
5172,Massachusetts Minutemen,Davidson Wildcats,A-10,1,0,0,0.93857,0.880770861390144
5173,Fordham Rams,Saint Joseph's Hawks,A-10,0,1,0,0.90081,0.9279700175513793
5174,Saint Joseph's Hawks,Fordham Rams,A-10,1,0,0,1.11462,1.045698432067918
5175,La Salle Explorers,Dayton Flyers,A-10,0,1,0,0.86231,0.9273985358520802
5176,Dayton Flyers,La Salle Explorers,A-10,1,0,0,1.07625,1.1285496135171564
5177,Winthrop Eagles,UNC Asheville Bulldogs,Big South,0,1,0,1.21528,1.1982139435625456
5178,UNC Asheville Bulldogs,Winthrop Eagles,Big South,1,0,0,0.97976,0.9546787061348895
5179,Presbyterian Blue Hose,Longwood Lancers,Big South,0,1,0,1.13363,1.0543671320743426
5180,Longwood Lancers,Presbyterian Blue Hose,Big South,1,0,0,1.01856,0.8699652692342177
5181,High Point Panthers,Gardner-Webb Runnin' Bulldogs,Big South,0,1,0,1.36378,1.2940199230106584
5182,Gardner-Webb Runnin' Bulldogs,High Point Panthers,Big South,1,0,0,1.18746,1.1433104599114403
5183,VMI Keydets,UNC Greensboro Spartans,Southern,0,1,0,0.84091,0.7618944754226677
5184,UNC Greensboro Spartans,VMI Keydets,Southern,1,0,0,1.05063,0.9248310335800262
5185,Kennesaw State Owls,Northern Kentucky Norse,ASUN,0,1,0,1.09713,1.0402543215536293
5186,Northern Kentucky Norse,Kennesaw State Owls,ASUN,1,0,0,1.16216,1.0662009406908202
5187,Florida Gulf Coast Eagles,North Florida Ospreys,ASUN,0,1,0,1.01317,1.0278746570976398
5188,North Florida Ospreys,Florida Gulf Coast Eagles,ASUN,1,0,0,1.34149,1.3705840122786201
5189,Stetson Hatters,Jacksonville Dolphins,ASUN,0,1,0,1.14451,1.0403621117939996
5190,Jacksonville Dolphins,Stetson Hatters,ASUN,1,0,0,1.15272,1.0331975440852457
5191,St. John's Red Storm,Providence Friars,Big East,0,1,0,1.27145,1.2833085882253268
5192,Providence Friars,St. John's Red Storm,Big East,1,0,0,1.12179,1.0878190521138225
5193,Harvard Crimson,Boston College Eagles,Ivy,0,1,0,0.83345,0.8583677028634092
5194,Boston College Eagles,Harvard Crimson,ACC,1,0,0,0.94429,0.9021283944710116
5195,Eastern Michigan Eagles,Kent State Golden Flashes,MAC,0,1,0,0.9403,0.928087638348963
5196,Kent State Golden Flashes,Eastern Michigan Eagles,MAC,1,0,0,1.07066,1.062996224940405
5197,Bowling Green Falcons,Akron Zips,MAC,0,1,0,0.82882,0.852175900428318
5198,Akron Zips,Bowling Green Falcons,MAC,1,0,0,1.13964,1.1237822808887783
5199,Ball State Cardinals,Western Michigan Broncos,MAC,0,1,0,1.20912,1.1580324505456667
5200,Western Michigan Broncos,Ball State Cardinals,MAC,1,0,0,1.22838,1.1266966657529967
5201,Toledo Rockets,Ohio Bobcats,MAC,0,1,0,1.23128,1.1616688728724684
5202,Ohio Bobcats,Toledo Rockets,MAC,1,0,0,1.18519,1.1207732925518048
5203,Northern Illinois Huskies,Buffalo Bulls,MAC,0,1,0,0.95663,0.9698559150238655
5204,Buffalo Bulls,Northern Illinois Huskies,MAC,1,0,0,1.26882,1.2073510889848194
5205,Miami (OH) RedHawks,Central Michigan Chippewas,MAC,0,0,1,1.30974,1.2759282775098202
5206,Central Michigan Chippewas,Miami (OH) RedHawks,MAC,0,0,1,1.76071,1.697332168808006
5207,Navy Midshipmen,Bucknell Bison,Patriot,0,1,0,1.08939,1.0774107323997941
5208,Bucknell Bison,Navy Midshipmen,Patriot,1,0,0,1.16018,1.119111838278373
5209,Loyola Maryland Greyhounds,Lafayette Leopards,Patriot,0,1,0,1.1578,1.064761328088739
5210,Lafayette Leopards,Loyola Maryland Greyhounds,Patriot,1,0,0,1.18606,1.1514943049906126
5211,Boston University Terriers,Colgate Raiders,Patriot,0,1,0,0.96383,0.928313779203582
5212,Colgate Raiders,Boston University Terriers,Patriot,1,0,0,1.17084,1.0762826812288167
5213,Tulane Green Wave,UCF Knights,American,0,1,0,1.23479,1.1562102046683198
5214,UCF Knights,Tulane Green Wave,American,1,0,0,1.26344,1.2353269853511681
5215,SMU Mustangs,Temple Owls,American,0,1,0,0.99143,1.08395804401848
5216,Temple Owls,SMU Mustangs,American,1,0,0,0.9199,0.9717663688840024
5217,Houston Cougars,East Carolina Pirates,American,0,1,0,0.945,0.9032671902668178
5218,East Carolina Pirates,Houston Cougars,American,1,0,0,1.04104,0.9966743614160031
5219,Illinois State Redbirds,Indiana State Sycamores,MVC,0,1,0,1.01105,1.0072739043777583
5220,Indiana State Sycamores,Illinois State Redbirds,MVC,1,0,0,1.03409,1.0780518892662079
5221,Liberty Flames,Charleston Southern Buccaneers,Big South,0,1,0,0.91651,0.8592226903164004
5222,Charleston Southern Buccaneers,Liberty Flames,Big South,1,0,0,1.25351,1.1761823406950986
5223,Lehigh Mountain Hawks,American University Eagles,Patriot,0,1,0,1.03326,1.0663608424332902
5224,American University Eagles,Lehigh Mountain Hawks,Patriot,1,0,0,1.14347,1.146224260764421
5225,Detroit Mercy Titans,UIC Flames,Horizon,0,1,0,1.07084,1.010774883479407
5226,UIC Flames,Detroit Mercy Titans,Horizon,1,0,0,1.06612,1.03909766192208
5227,Duquesne Dukes,Saint Louis Billikens,A-10,0,1,0,1.0734,1.0131957766661444
5228,Saint Louis Billikens,Duquesne Dukes,A-10,1,0,0,1.16071,1.009047978355378
5229,IU Indianapolis Jaguars,South Dakota State Jackrabbits,Summit,0,1,0,0.82204,0.8853476270209761
5230,South Dakota State Jackrabbits,IU Indianapolis Jaguars,Summit,1,0,0,1.08507,1.0813992665798677
5231,North Dakota State Bison,South Dakota Coyotes,Summit,0,1,0,1.10851,1.0768942692342278
5232,South Dakota Coyotes,North Dakota State Bison,Summit,1,0,0,1.19519,1.183666747213022
5233,Omaha Mavericks,Oral Roberts Golden Eagles,Summit,0,1,0,1.18184,1.154769595495551
5234,Oral Roberts Golden Eagles,Omaha Mavericks,Summit,1,0,0,1.36779,1.3372454501574598
5235,Drake Bulldogs,Loyola Chicago Ramblers,MVC,0,1,0,0.92027,0.9403280254715375
5236,Loyola Chicago Ramblers,Drake Bulldogs,MVC,1,0,0,0.97098,0.8106214443761757
5237,Texas Tech Red Raiders,Kansas State Wildcats,Big 12,0,1,0,0.95686,0.9441514733100678
5238,Kansas State Wildcats,Texas Tech Red Raiders,Big 12,1,0,0,1.07046,1.0001689347901745
5239,Army Black Knights,Holy Cross Crusaders,Patriot,0,1,0,1.12275,1.1072832529136698
5240,Holy Cross Crusaders,Army Black Knights,Patriot,1,0,0,1.10681,1.0596563852073277
5241,Evansville Purple Aces,Missouri State Bears,MVC,0,1,0,1.02917,0.9770442766181775
5242,Missouri State Bears,Evansville Purple Aces,MVC,1,0,0,0.95081,0.9321720227108795
5243,Youngstown State Penguins,Milwaukee Panthers,Horizon,0,1,0,1.01674,0.9762588822167996
5244,Milwaukee Panthers,Youngstown State Penguins,Horizon,1,0,0,1.25482,1.1099647537669102
5245,Georgia Bulldogs,Vanderbilt Commodores,SEC,0,1,0,1.16555,1.1327818269735914
5246,Vanderbilt Commodores,Georgia Bulldogs,SEC,1,0,0,1.10921,1.1128598315777887
5247,Southeast Missouri State Redhawks,Jacksonville State Gamecocks,OVC,0,1,0,1.20434,1.1485954430290952
5248,Jacksonville State Gamecocks,Southeast Missouri State Redhawks,OVC,1,0,0,0.91436,0.8738181461014405
5249,Illinois Fighting Illini,Northwestern Wildcats,Big Ten,0,1,0,1.22629,1.1468147213272222
5250,Northwestern Wildcats,Illinois Fighting Illini,Big Ten,1,0,0,1.1494,1.1277098955716092
5251,UCLA Bruins,USC Trojans,Pac-12,1,0,0,1.2458,1.1817794649686366
5252,USC Trojans,UCLA Bruins,Pac-12,1,0,0,0.93563,0.8972559077426827
5253,Nevada Wolf Pack,Colorado State Rams,Mountain West,0,1,0,0.7191,0.7666357687474389
5254,Colorado State Rams,Nevada Wolf Pack,Mountain West,1,0,0,1.61934,1.5734973735635265
5255,Air Force Falcons,New Mexico Lobos,Mountain West,0,1,0,0.86147,0.9156945612857241
5256,New Mexico Lobos,Air Force Falcons,Mountain West,1,0,0,1.11368,1.0319819290182393
5257,Creighton Bluejays,Marquette Golden Eagles,Big East,0,1,0,0.91006,0.8965314681897304
5258,Marquette Golden Eagles,Creighton Bluejays,Big East,1,0,0,0.93131,0.8111744560616736
5259,Florida State Seminoles,Pittsburgh Panthers,ACC,0,1,0,1.11334,1.0142694111637784
5260,Pittsburgh Panthers,Florida State Seminoles,ACC,1,0,0,1.26567,1.189363444346556
5261,Western Illinois Leathernecks,Denver Pioneers,Summit,0,1,0,0.95663,0.9439433989445574
5262,Denver Pioneers,Western Illinois Leathernecks,Summit,1,0,0,1.22549,1.173192592294197
5263,Fresno State Bulldogs,San José State Spartans,Mountain West,0,1,0,1.22569,1.1443156747173735
5264,San José State Spartans,Fresno State Bulldogs,Mountain West,1,0,0,1.06855,1.0008525039012275
5265,San Diego State Aztecs,Wyoming Cowboys,Mountain West,0,1,0,1.09649,1.1481667396646906
5266,Wyoming Cowboys,San Diego State Aztecs,Mountain West,1,0,0,0.95498,1.0494611978790418
5267,Stanford Cardinal,California Golden Bears,Pac-12,0,1,0,1.17137,1.1823061481507346
5268,California Golden Bears,Stanford Cardinal,Pac-12,1,0,0,0.97121,0.9119802723653047
5269,Nebraska Cornhuskers,Wisconsin Badgers,Big Ten,0,1,0,1.07772,1.1154188093443496
5270,Wisconsin Badgers,Nebraska Cornhuskers,Big Ten,1,0,0,1.34731,1.3272235684559808
5271,Utah Utes,Arizona State Sun Devils,Pac-12,0,1,0,1.33727,1.3358214505584158
5272,Arizona State Sun Devils,Utah Utes,Pac-12,1,0,0,1.01752,1.06961539021816
